"[ 0.66999523  1.03000944 -0.49999972 -1.1899689   1.94002381 -0.08000398
 -0.99997812]","[0.6712233554241592, 1.0207257935018674, -0.4701800738532185, -1.2108193984032467, 1.8991221788061565, -0.0788840409523187, -1.004592191757794]","[0.6718652608540855, 1.0158735200944287, -0.4545942611362502, -1.2217173115832531, 1.8777441548387324, -0.07829868370220547, -1.0070038266258579]","[0.6742254515692221, 0.9980324330594491, -0.3972875477989434, -1.2617873161394841, 1.7991403429319284, -0.07614641222677368, -1.0158710490523106]","[0.6750271549191268, 0.9919722197257753, -0.3778217547340443, -1.2753981894801016, 1.7724404076610984, -0.0754153343351898, -1.0188830437517413]","[0.6757152177857132, 0.9867710343259772, -0.36111521436820077, -1.2870797379339092, 1.7495251560255576, -0.0747878858533529, -1.0214680918337782]","[0.6763372896452415, 0.9820686862840681, -0.3460109715201279, -1.2976409277927368, 1.72880766945751, -0.07422061495005476, -1.0238052120962629]","[0.6773350480957876, 0.9745264587674877, -0.32178485405486373, -1.3145803155307694, 1.6955783134261622, -0.07331075328560988, -1.0275537846383567]","[0.6783712839319328, 0.9666933740837527, -0.29662448475463266, -1.3321729509095006, 1.6610675062133953, -0.07236580387213576, -1.0314469164884361]","[ 0.6800649   0.95389106 -0.25550263 -1.36092618  1.60466339 -0.07082139
 -1.03780981]"
"[ 0.66999523  1.03000944 -0.49999972 -1.1899689   1.94002381 -0.08000398
 -0.99997812]","[0.6613604286666331, 1.0220055410778544, -0.4894332106593377, -1.2052801077243978, 1.9204352260319035, -0.09814610986738256, -0.9996637621644351]","[0.6532576992219609, 1.0144948392686084, -0.47951779493688707, -1.21964785385599, 1.9020536687545093, -0.11517033994578206, -0.9993687778593822]","[0.6363017502569053, 0.9987777802900365, -0.4587685789961115, -1.2497141138506813, 1.8635880197134098, -0.15079561638500857, -0.9987514872468641]","[0.6159100030456146, 0.9798759603885673, -0.43381493192104864, -1.2858727254780358, 1.8173280437497612, -0.1936396726497575, -0.9980091145166612]","[0.6010986851854395, 0.9661468345909783, -0.4156901290402663, -1.3121361292288845, 1.783727626821177, -0.22475897445264895, -0.9974699003745953]","[0.5993176670958017, 0.9644959469636075, -0.41351067397039787, -1.3152942274897752, 1.7796872739684382, -0.22850098039506897, -0.9974050614351927]","[0.5830675748976594, 0.9494331711784365, -0.393625224163274, -1.3441088634605465, 1.7428229059128695, -0.26264321731231954, -0.9968134679250247]","[0.5771205191966506, 0.9439206383562254, -0.38634773452194765, -1.354654172559904, 1.729331631676652, -0.27513827163128135, -0.9965969621037393]","[ 0.57697427  0.94378507 -0.38616877 -1.3549135   1.72899985 -0.27544555
 -0.99659164]"
"[ 0.66999523  1.03000944 -0.49999972 -1.1899689   1.94002381 -0.08000398
 -0.99997812]","[0.6587986047623388, 1.0188072798374708, -0.4993614896196069, -1.183523905471791, 1.9202896692797975, -0.06950606660315388, -0.9979244538734797]","[0.6347945722488694, 0.9947913830712788, -0.4979932003369817, -1.1697067145241262, 1.8779823498701436, -0.04699997012099992, -0.993521680199521]","[0.6327505961468355, 0.9927463967119466, -0.49787668863867496, -1.1685301618728823, 1.8743798239293075, -0.04508354531471878, -0.9931467780172654]","[0.6011509751608449, 0.9611311572714689, -0.4960754320079031, -1.1503408015313534, 1.8186852127206228, -0.015455851788177655, -0.9873508360518426]","[0.5661272053942249, 0.9260900766277878, -0.4940789904191031, -1.1301804341305475, 1.756955509029582, 0.01738231159516157, -0.9809268432745982]","[0.553013753279481, 0.9129701430474872, -0.493331491182183, -1.122632074422619, 1.7338429338041335, 0.029677438188700597, -0.9785215990010324]","[0.5521098208193314, 0.9120657638089412, -0.49327996479399194, -1.122111753205812, 1.7322497448557828, 0.03052496208494862, -0.9783558014402954]","[0.5238349790887563, 0.8837769469319904, -0.4916682288122914, -1.1058362008798797, 1.6824150864632146, 0.05703535427213108, -0.97316968411868]","[ 0.51790021  0.87783925 -0.49132993 -1.10242003  1.67195501  0.06259977
 -0.97208114]"
"[ 0.66999523  1.03000944 -0.49999972 -1.1899689   1.94002381 -0.08000398
 -0.99997812]","[0.6706336875987691, 1.028984687404093, -0.49864003719583533, -1.1910010763991277, 1.9388873979921355, -0.08059297891313402, -0.9995532024655105]","[0.6838893932063554, 1.0077089321271882, -0.4704102786505196, -1.2124310707589463, 1.9152932102337685, -0.09282175729986539, -0.9907311565732722]","[0.7056100142653958, 0.9728467654651544, -0.42415337569093026, -1.247545971509352, 1.8766320912660963, -0.11285966921616195, -0.9762754707378001]","[0.7101482394943112, 0.9655627949078558, -0.41448863160041444, -1.2548827473806856, 1.868554381839636, -0.11704631549787449, -0.9732551538701796]","[0.7248683049728171, 0.9419367036191753, -0.3831403272150456, -1.2786801165678834, 1.8423537404707935, -0.13062600894488366, -0.9634585351889521]","[0.7330341007411756, 0.9288303871731196, -0.36575019728192526, -1.2918814475599658, 1.827819220449101, -0.13815919576712377, -0.9580239678299821]","[0.7571824790180003, 0.890071606481897, -0.3143230678482752, -1.3309212109336295, 1.7848368709619948, -0.16043678513794074, -0.9419525411034142]","[0.7763771929357886, 0.8592635870512796, -0.27344541445987625, -1.3619525738179348, 1.7506716822084634, -0.17814447340788866, -0.92917791770093]","[ 0.7766994   0.85874644 -0.27275924 -1.36247347  1.75009818 -0.17844172
 -0.92896348]"
"[ 0.66999523  1.03000944 -0.49999972 -1.1899689   1.94002381 -0.08000398
 -0.99997812]","[0.6500317406081226, 1.0195501327861665, -0.46113044585383445, -1.1988325465747434, 1.9136544259692816, -0.10660750045426899, -0.9625297103773596]","[0.6496305859087693, 1.019339959151874, -0.46034939016067145, -1.1990106564338394, 1.9131245483767403, -0.10714208283581468, -0.9617772062974557]","[0.6478696414195211, 1.0184173621994028, -0.4569207983458714, -1.1997925033755845, 1.9107985503812885, -0.10948873339319218, -0.9584739471937241]","[0.6449906393030469, 1.0169089906436641, -0.4513153274456787, -1.2010707600235293, 1.9069957313868755, -0.1133253176595137, -0.9530733851606947]","[0.6302823369280117, 1.009202992510228, -0.42267798797214456, -1.2076011426110538, 1.8875678152602096, -0.1329257344683304, -0.9254828881192376]","[0.6228791966600031, 1.005324327003346, -0.40826393558055113, -1.2108880847112695, 1.877789148454655, -0.14279122616459816, -0.9115957436715768]","[0.592009697736414, 0.9891511280154708, -0.3481604445377513, -1.224593924659079, 1.8370142159935412, -0.18392819970198215, -0.8536893451623802]","[0.5524172442130686, 0.9684077842107564, -0.27107319794547047, -1.2421726949680905, 1.7847172991443156, -0.2366894614542867, -0.7794200349492577]","[ 0.53725494  0.96046392 -0.24155191 -1.24890465  1.7646897  -0.25689489
 -0.7509779 ]"
"[ 0.66999523  1.03000944 -0.49999972 -1.1899689   1.94002381 -0.08000398
 -0.99997812]","[0.6700436741176327, 1.0299539932138015, -0.5000207550349509, -1.1899487257041164, 1.9398159178682404, -0.07997499478033536, -0.9999807253992864]","[0.6746787746192715, 1.0246497946931639, -0.5020327508456777, -1.1880186442041372, 1.9199263035498053, -0.07720200980209203, -1.0002303040295886]","[0.6814852939880033, 1.016860723031491, -0.5049873121223267, -1.1851843718710573, 1.890718944389595, -0.07312995657326944, -1.0005968034788613]","[0.699234303073355, 0.9965495630685036, -0.5126917689969194, -1.177793586263175, 1.8145564221061554, -0.06251147363962363, -1.0015525051675689]","[0.7330012736505882, 0.9579081753965741, -0.5273492728241407, -1.163732832845117, 1.6696594514265206, -0.04231012047838229, -1.0033706996734149]","[0.7430955310770839, 0.9463567656073743, -0.5317309693261532, -1.1595295281901221, 1.6263441259070377, -0.03627115234806938, -1.0039142285443707]","[0.7440370692124524, 0.9452793121232524, -0.532139670449965, -1.1591374664999912, 1.6223039049081716, -0.03570786982487561, -1.0039649259991767]","[0.7558019506800241, 0.9318161160493574, -0.5372465483306241, -1.1542385047488966, 1.5718197881539884, -0.028669437849375805, -1.0045984102140944]","[ 0.77022459  0.9153115  -0.5435071  -1.14823284  1.50993099 -0.02004098
 -1.005375  ]"
"[ 0.66999523  1.03000944 -0.49999972 -1.1899689   1.94002381 -0.08000398
 -0.99997812]","[0.6740868984650686, 1.073284416797077, -0.5361419628135313, -1.24786095016723, 1.8037943263676102, -0.15946988810811796, -0.945469730625337]","[0.6742134195703224, 1.0746225489443868, -0.5372595390369753, -1.2496510656248538, 1.799581891182969, -0.1619271020231502, -0.9437842435192051]","[0.6754866397923466, 1.088088578238692, -0.5485060472340697, -1.2676655399359393, 1.757190879420209, -0.18665479026285045, -0.926822676014848]","[0.6759392177290585, 1.0928752032453453, -0.5525037228812267, -1.2740689519094768, 1.742122601123296, -0.19544447639066376, -0.9207935295312047]","[0.6798598829525523, 1.13434155120265, -0.5871354329431246, -1.3295414630503306, 1.6115866869648285, -0.2715891885635984, -0.8685632659052052]","[0.6799551651272976, 1.135349289325365, -0.58797707191553, -1.3308895866974124, 1.6084143309807333, -0.27343969947376656, -0.8672939371504866]","[0.6806352534679824, 1.1425421451722633, -0.5939843744747835, -1.3405119864446113, 1.5857712466572302, -0.28664795062545767, -0.8582339457209511]","[0.6813238166145597, 1.1498246335763889, -0.6000665360193808, -1.3502542940996511, 1.5628459993661075, -0.30002079416609995, -0.8490610547397537]","[ 0.68290382  1.16653536 -0.61402294 -1.37260943  1.5102407  -0.33070672
 -0.82801253]"
"[ 0.66999523  1.03000944 -0.49999972 -1.1899689   1.94002381 -0.08000398
 -0.99997812]","[0.6825258064043146, 1.006909574156363, -0.486255070403901, -1.188437800705054, 1.8953576771703902, -0.08527364063133186, -0.9838820028069589]","[0.6835187906559204, 1.0050790286187292, -0.485165877020714, -1.188316468953424, 1.8918181149187265, -0.0856912342749653, -0.9826064683120215]","[0.7041754210614208, 0.9669989658682934, -0.4625078488392725, -1.1857924559634716, 1.8181861020125376, -0.09437825780255259, -0.9560720649830844]","[0.7159951327655597, 0.9452095764785403, -0.4495429385111303, -1.1843482172230235, 1.776053907764882, -0.09934896752855953, -0.9408890950875751]","[0.7436103503055929, 0.8943015050192488, -0.41925211348421343, -1.180973941437325, 1.6776175212682014, -0.11096238364631263, -0.9054160626597666]","[0.7619223161835988, 0.8605437819042232, -0.3991659217493325, -1.1787364206587498, 1.6123432300891336, -0.11866337239887577, -0.8818934900613162]","[0.7694442961309483, 0.8466771704201782, -0.39091514559264157, -1.1778173174592166, 1.5855306031654393, -0.12182669649839899, -0.8722311566682572]","[0.7866925794877468, 0.8148803236126134, -0.3719956953866795, -1.1757097669830583, 1.524047883195816, -0.12908035986893118, -0.8500749337830757]","[ 0.78686213  0.81456776 -0.37180972 -1.17568905  1.5234435  -0.12915166
 -0.84985714]"
"[ 0.66999523  1.03000944 -0.49999972 -1.1899689   1.94002381 -0.08000398
 -0.99997812]","[0.6702659215334773, 1.0283588214311157, -0.5002975145734838, -1.1892813934518498, 1.9389777497454397, -0.078983413397089, -0.9984445422086206]","[0.672045234530687, 1.0175091489149097, -0.5022549211842685, -1.184762335615762, 1.9321018557224339, -0.07227511709012627, -0.9883641815704426]","[0.6727342223316719, 1.013307925172898, -0.5030128706167252, -1.1830124603965664, 1.9294393634514588, -0.06967752221607233, -0.9844608517346438]","[0.6773869186508521, 0.9849372947893602, -0.5081312609996531, -1.171195650317002, 1.911459701153661, -0.05213610843203246, -0.9581018823398216]","[0.6852077661979254, 0.9372483076252216, -0.5167349067407832, -1.1513324433107732, 1.881237183255971, -0.022650254734776665, -0.9137943524705174]","[0.6854576145498049, 0.935724813557086, -0.5170097627197083, -1.1506978842679487, 1.8802716809570275, -0.021708286245341768, -0.9123788839746718]","[0.6925108126971641, 0.8927167030050005, -0.5247689240940508, -1.1327843353829088, 1.8530156315376412, 0.004883405693291237, -0.872420326323822]","[0.6985047718381515, 0.8561674877420222, -0.5313628259346719, -1.1175610171315686, 1.8298528558504583, 0.027481596136809214, -0.838462686557008]","[ 0.70234942  0.83272406 -0.53559229 -1.10779646  1.81499577  0.04197655
 -0.81668155]"
"[ 0.66999523  1.03000944 -0.49999972 -1.1899689   1.94002381 -0.08000398
 -0.99997812]","[0.6960075832683359, 0.9898853671420682, -0.4361732792790082, -1.1814316682886759, 1.8475473577958217, -0.05536853943161909, -0.971373011362817]","[0.7117497535291722, 0.9656030654026158, -0.3975467618974335, -1.1762651026375863, 1.791582414409568, -0.0404596527146118, -0.9540617606730102]","[0.7155871604015827, 0.9596838642995293, -0.388130927816024, -1.1750056692679973, 1.7779400604770386, -0.036825372091300074, -0.9498418652414159]","[0.7161181429712876, 0.958864823547058, -0.3868280574291467, -1.1748314012820391, 1.7760523658987024, -0.03632249613142485, -0.9492579576718891]","[0.7282439115561721, 0.9401608223374247, -0.3570750943212435, -1.1708517353004317, 1.7329440815183614, -0.02483858335489738, -0.9359235688105425]","[0.7305470499660663, 0.9366082307385455, -0.3514238903037599, -1.1700958474145113, 1.7247562009031263, -0.022657357445270088, -0.9333908680630356]","[0.7366267228990416, 0.9272303336513211, -0.33650621451136353, -1.1681005044074855, 1.70314237346617, -0.016899501093043792, -0.9267052116058314]","[0.7567329752765436, 0.8962164341069423, -0.28717156153342993, -1.161501651061059, 1.6316626945291408, 0.0021424628822467456, -0.904594894567438]","[ 0.76451767  0.88420854 -0.26807027 -1.15894672  1.60398734  0.00951509
 -0.89603427]"
"[ 0.66999523  1.03000944 -0.49999972 -1.1899689   1.94002381 -0.08000398
 -0.99997812]","[0.6862433338768545, 0.9673146233350544, -0.4382254555510051, -1.1881503592082625, 1.862021015510396, -0.04182545067199062, -0.9329390671011362]","[0.6871317844051714, 0.9638864556427897, -0.4348476233514576, -1.188050920963229, 1.8577558033971169, -0.03973783935907303, -0.9292733554177204]","[0.6923786788586307, 0.9436408330934443, -0.4148992655446408, -1.1874636716345406, 1.8325668738318592, -0.02740909862493663, -0.9076248767611421]","[0.6943069737505577, 0.9362003307368458, -0.407568011447113, -1.1872478506587536, 1.823309648506548, -0.022878142648519964, -0.8996688084274347]","[0.697248256894489, 0.9248511204809532, -0.39638544067372583, -1.1869186527747333, 1.809189338940359, -0.0159669463915975, -0.887533190696003]","[0.7145384483197891, 0.8581353341224587, -0.33064923649434774, -1.1849834788547189, 1.7261837786332388, 0.024660188233833064, -0.8161945458349493]","[0.7188773189282174, 0.8413934046996596, -0.314153127387875, -1.1844978584797206, 1.7053540274122256, 0.03485532581183616, -0.7982925375911416]","[0.7203657778605429, 0.835650049655764, -0.30849410153436174, -1.1843312653613451, 1.6982083362725067, 0.038352789775105256, -0.7921512150024249]","[ 0.72599506  0.81392894 -0.28709193 -1.18370122  1.67118366  0.05158004
 -0.76892502]"
